name	mef	ctrl_d1	ctrl_d3	ctrl_d5	ctrl_d7	osk_d0	osk_d1	osk_d3	osk_d5	osk_d7	ovsvk_d0	ovsvk_d1	ovsvk_d2	ovsvk_d3	ovsvk_d4	D0_7F_Id1	D1_7F_Id1	D3_7F_Id1	D5_7F_Id1	D7_7F_Id1	D0_7F_Kdm2b	D1_7F_Kdm2b	D3_7F_Kdm2b	D5_7F_Kdm2b	D7_7F_Kdm2b	esc
Parp1	5.7379571062135915	6.362469888750209	5.440620047679168	5.127633279725874	4.667892125230234	5.649040565634448	7.206526015877428	7.595593169744556	7.5770511097351525	7.4118499073866	6.439290681042017	7.63727694818761	7.959654252818082	8.166514610409003	8.3177743728041	6.12639473762014	6.39694722007283	6.82196526586905	7.260778431893426	7.490890978894291	6.132576842670009	6.1580542131223055	7.149645517684795	7.927363164663584	7.57273811686407	8.37316966943962
Nr5a1	0.0	0.16349873228287956	0.0	0.0	0.0	0.04264433740849372	0.0	0.0	0.0	0.07038932789139801	0.12432813500220179	0.07038932789139801	0.12432813500220179	0.2630344058337938	0.11103131238874395	0.21412480535284734	0.0	0.0	0.32192809488736235	0.22650852980867975	0.411426245726465	0.1505596765753814	0.632268215499513	0.4956951626240688	0.6959938131099002	0.0
Wdr5	5.632559052117954	6.165911938935689	5.188638294561388	5.081510068120917	4.769771739249448	5.73308313184512	6.286881147788162	6.30213623462205	6.6108771994719495	7.1486291057497775	5.531693360861466	6.213347281733441	6.639666295869301	7.004838431143352	7.012903833230638	5.57349571549561	5.5915597458278015	5.942749070828887	6.091065077930535	6.375213239556386	5.707359132080883	5.394033895367782	6.034303767768036	6.642557179595621	6.589164236699772	8.480184323698703
Pax6	0.5558161550616396	0.0	0.0	0.08406426478847455	0.0	0.04264433740849372	0.16349873228287956	1.3045110418099528	2.414135532984451	3.625270489374693	0.0	0.23878685958711648	0.47508488294878287	0.7136958148433591	0.9634741239748861	1.4594316186372973	0.0	0.6229303509201768	0.21412480535284734	0.6690267655096306	1.9671686075326278	0.28688114778816154	1.3219280948873624	1.4489009511451278	0.0	0.9335726382610241
Dnmt3b	1.3334237337251917	1.0565835283663676	1.4541758931858022	1.3950627995175777	1.4005379295837288	0.722466024471091	1.1375035237499351	1.6276068381296498	1.6915341649192002	3.6758159311722696	0.8479969065549501	1.6915341649192002	2.4462562298895643	4.078097423026661	6.400025517914024	1.2448870591235344	2.37016428054021	3.8836208162856716	4.552131108253784	4.43028527297778	2.4828482830684653	2.495695162624069	4.560714954474479	5.949301468328278	4.638653116466112	6.308885057411763
Sall4	0.0	0.0	0.0	0.0	0.11103131238874395	0.0	0.0	2.5801454844233804	4.336997416605011	6.75127624861109	0.0	0.2630344058337938	3.548436624696042	5.218781167784069	6.4564776293518165	9.453702760383779	9.8459133884588	9.50211574739468	8.783554873718339	8.80109397140111	9.65495818251628	10.209465550501827	10.157207965049368	9.329168455514557	8.408754312589435	7.245837889607362
Ezh2	4.936873461824233	4.540399305630624	4.461397589926159	4.224194663970434	3.6392321632492775	3.2078928516413328	5.521050736900963	6.114158768720547	6.480588270233861	7.0774566524005875	5.0	7.059614856297223	7.294804519994466	7.4196231586228825	7.273515889702116	6.011674533380918	5.761019265240484	5.822985018546877	6.315783574589461	6.5043025831631684	6.022367813028454	5.393004256898322	6.0496307677246	6.834154981401319	6.505096975034398	7.441284271927038
Jdp2	6.352087577990227	5.169925001442312	5.217618485351048	4.683134985126093	4.955591791753995	5.97338167497138	4.78135971352466	4.290571850852079	4.083213368248981	3.6599245584023783	6.252097703037443	4.475733430966398	3.837943241891027	3.676944359106912	3.6576400052078246	9.844595930266092	10.724650271732967	10.707290101958577	10.352837958636957	9.54739584429196	9.898828089608143	10.82551535118311	10.807097274938268	9.753032848171692	8.628336171869913	4.554588851677638
Fbxo15	0.6690267655096306	0.0	0.9855004303048849	0.2630344058337938	0.5058909297299573	0.1763227726404629	0.9411063109464315	4.947198584262056	5.665051614289214	6.534497433738168	1.3161457422933565	3.0356239097307216	4.105175192265479	5.103497639703337	5.940871478189196	0.5655971758542251	0.0	1.2570106182060239	2.7676547982373463	3.389566811762726	0.0	0.5558161550616396	1.6276068381296498	3.869871406177713	4.396433531250993	8.549361132924341
Glis1	2.0107798387532423	1.0908534304511135	0.9335726382610241	0.411426245726465	0.5360529002402098	2.192194165283345	1.028569152196771	0.2750070474998698	0.4956951626240688	0.0	1.669026765509631	0.5753123306874369	0.7136958148433591	0.6135316529179271	0.3334237337251918	8.84071499114108	9.632304573283335	9.313064414946364	8.948571647573488	8.900142260359816	8.92715572122285	9.77350189587953	9.435524421575792	8.95090577559838	8.331857459506766	0.5160151470036647
Pax1	2.974529312483882	4.7818842345414865	4.343407822297814	3.7938958825488784	3.7938958825488784	4.106013237622119	3.8145504234618084	4.386121156814855	3.996388746447621	3.467279480459983	3.496973580998276	2.84197311892718	2.6205864104518777	2.608809242675524	2.277984747299765	2.5185351389821804	2.929790997718597	3.137503523749935	2.5777309314900805	1.8114710305298358	2.6276068381296502	2.356143810225275	2.632268215499513	0.8318772411916731	1.3448284969974413	0.18903382439001712
Rcor3	4.111865963867557	2.807354922057604	4.056583528366368	4.160274831408594	4.170726276131552	1.8155754288625725	2.693765712217783	3.7623488156441294	3.558267634055736	3.566815154010897	3.4032677223393013	3.2141248053528475	3.228049047884462	3.063502942306158	3.129283016944967	3.2750070474998703	3.5160151470036647	3.810443103845175	3.6276068381296502	3.4711874603869854	3.3103401206121505	3.4276061727819	3.786596361890807	3.3248106034204836	3.580145484423381	3.3204846780176935
Rcor1	5.414135532984451	3.9717734471933728	4.766065051474954	4.589763486984977	4.575312330687437	2.9616233282869446	4.812498225333564	5.366322214245816	4.897724470216444	4.85049941375812	5.063502942306158	5.405992359675837	5.35895882583233	5.596935142387232	5.524815928357506	5.053545817727984	5.552131108253784	5.88801258540283	5.520422248526446	5.695715488609975	5.312882955284356	5.913128767819739	5.892391025913404	5.658497136656478	5.509695841933387	4.809414444235899
Jarid2	3.412781525338476	2.560714954474479	3.7311832415721997	3.6484654430273142	3.5397791916984938	1.4698859762744638	3.9891390073682333	5.983221650742669	5.883620816285672	6.4269356196483365	3.1521834190550453	4.484782623077873	5.498570012544256	6.226701184551691	6.758889432720965	3.3074285251922477	4.032100843167025	5.2986583155645155	5.712870867689905	6.184677020680893	3.6182386555954547	4.021479727410452	5.197708157955851	6.1224656581792365	6.209843230525496	7.194756854422248
Id1	4.724104519866845	5.581049900945041	4.840966704487421	5.039577103060678	5.564683016963639	8.506446438154887	3.995484518877507	3.442280035252584	3.8826430493618416	4.71259578044703	7.8974824681961024	5.2753795962536225	5.574101508089389	5.689299160535892	5.819412726206565	11.641667946405994	12.085203547102155	12.347903679575001	12.152043950440913	11.808336779805705	8.565977904497844	6.395919659458956	6.285772093249838	7.774523529590232	8.439747789001478	2.232660756790275
Sox3	0.0	0.32192809488736235	0.0	0.0	0.0	0.0	0.4646682670034442	0.0	0.0	0.0	0.1763227726404629	0.3334237337251918	0.23878685958711648	0.12432813500220179	0.0	0.0	0.8073549220576041	0.0	0.2509615735332188	0.32192809488736235	0.0	0.40053792958372886	0.4854268271702417	1.4956951626240689	1.4956951626240689	2.2448870591235344
Utf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0107798387532423	0.0	0.0	0.5558161550616396	3.6016965164809576	5.908812907739548	0.0	1.0071955014042038	1.8032270364349277	4.69265037003553	5.325170512376046	0.0	0.35614381022527536	3.507160349117523	5.6946016533561234	5.51853513898218	4.350497247084133
Lin28a	0.0	0.0	0.11103131238874395	0.0	0.0	0.0	0.0	0.0	0.0	1.8559896973084806	0.0	0.2509615735332188	1.7048719644563528	3.9818526532897405	6.154615611326895	0.0	0.1505596765753814	2.1473066987802936	3.3291235962915664	4.181897643108388	0.18903382439001712	0.12432813500220179	3.0071955014042038	6.245837889607362	5.5496691707264905	3.2660368939953175
Zfp42	0.21412480535284734	0.0	0.0	0.21412480535284734	0.28688114778816154	0.0	0.5260688116675877	3.228049047884462	4.729552770453972	6.680042992622571	1.2203299548795556	2.807354922057604	4.280956313831056	5.381629467033664	6.267723051627423	0.4646682670034442	0.28688114778816154	1.0565835283663676	3.6076262208454875	4.67072705449947	0.35614381022527536	0.23878685958711648	1.7311832415722	4.869871406177713	4.416164164733128	8.230260664669787
Klf2	3.4982508675278257	2.0071955014042038	1.2387868595871168	1.9183862344463478	1.4541758931858022	4.326249700837456	1.0908534304511135	2.9240998856407416	3.1586601753464985	4.62702310555406	4.19377174339668	3.058316495590823	4.204766750654613	4.950468414150123	5.3568480792365225	3.8826430493618416	1.9891390073682333	2.918386234446348	4.130930869826448	4.273515889702117	4.000901402741532	1.8073549220576042	3.9699332746978557	5.574707046415546	4.395062799517578	7.662490363913776
Zscan4f	0.0	1.3103401206121505	0.11103131238874395	0.0	0.0	0.0	1.3561438102252754	0.40053792958372886	0.11103131238874395	0.0	0.5058909297299573	2.4594316186372973	2.700439718141092	0.0	0.0	0.0	3.9891390073682333	1.6040713236688608	0.0	1.565597175854225	0.0	3.4554916206284685	0.29865831556451516	0.0	0.4436066514756146	4.356848079236522
Sox2	0.34482849699744117	0.6959938131099002	0.34482849699744117	0.18903382439001712	0.6599245584023783	9.276496665640357	8.828961552317317	7.861211003457162	8.443067860750395	8.085233428697439	6.9770509061106125	7.618385502258606	7.951867504326903	7.821391338070998	7.292781749227846	3.494415610397496	5.9770509061106125	6.322829497628895	6.40990003278742	6.461070114033052	2.9616233282869446	6.495055528368019	6.676803353873854	7.446173504178317	6.6151514178698845	8.19726584712927
Sox1	0.0	0.0	0.0	0.0	0.0	0.0	0.07038932789139801	0.5558161550616396	1.7311832415722	4.097610796626422	0.0	0.22650852980867975	0.8155754288625726	1.831877241191673	2.6982184782244136	0.0	0.3895668117627256	1.2750070474998698	1.3673710656485296	1.4059923596758368	0.0	0.1763227726404629	0.411426245726465	0.7311832415722003	0.23878685958711648	1.2570106182060239
